Day,Hour,Keypresses
2021-11-12,13,3770
2021-11-12,14,4312
2021-11-12,15,4865
2021-11-12,16,5166
2021-11-12,17,152
2021-11-13,0,0
2021-11-13,8,998
2021-11-13,9,8270
2021-11-13,10,6254
2021-11-13,11,3010
2021-11-13,12,8558
2021-11-13,13,2564
2021-11-13,14,687
2021-11-13,15,2550
2021-11-13,16,2132
2021-11-14,14,1
2021-11-14,15,1223
2021-11-15,9,2121
2021-11-15,10,2878
2021-11-15,11,561
2021-11-15,12,4585
2021-11-15,13,2541
2021-11-15,17,54
2021-11-15,21,711
2021-11-15,22,2718
2021-11-15,23,3665
2021-11-16,0,5048
2021-11-16,1,301
2021-11-16,2,0
2021-11-16,3,0
2021-11-16,4,0
2021-11-16,5,0
2021-11-16,6,0
2021-11-16,7,0
2021-11-16,8,0
2021-11-16,9,0
2021-11-16,12,676
2021-11-16,13,3314
2021-11-16,14,206
2021-11-16,15,1588
2021-11-16,16,9353
2021-11-16,17,8393
2021-11-16,18,1223
2021-11-16,19,4179
2021-11-16,20,8285
2021-11-16,21,13
2021-11-16,22,3153
2021-11-16,23,6805
2021-11-17,0,59
2021-11-17,10,254
2021-11-17,11,8411
2021-11-17,12,4475
2021-11-17,13,5648
2021-11-17,15,6364
2021-11-17,16,5962
2021-11-17,17,4722
2021-11-17,18,1557
2021-11-17,19,4552
2021-11-18,9,1433
2021-11-18,10,3419
2021-11-18,11,3752
2021-11-18,12,843
2021-11-18,13,601
2021-11-18,14,6197
2021-11-18,15,3927
2021-11-18,16,7991
2021-11-18,17,1529
2021-11-19,10,619
2021-11-19,11,5286
2021-11-19,12,4906
2021-11-19,13,4184
2021-11-19,14,4916
2021-11-19,15,6843
2021-11-19,16,5739
2021-11-19,17,0
2021-11-20,11,1385
2021-11-20,12,669
2021-11-20,13,534
2021-11-22,9,1038
2021-11-22,10,2482
2021-11-22,11,4707
2021-11-22,12,4289
2021-11-22,13,2985
2021-11-22,14,259
2021-11-22,15,6085
2021-11-22,16,7644
2021-11-22,17,6471
2021-11-22,18,24
2021-11-22,19,4956
2021-11-22,20,3507
2021-11-22,21,1454
2021-11-22,22,3089
2021-11-22,23,1269
2021-11-23,0,5428
2021-11-23,1,3250
2021-11-23,11,1
2021-11-23,12,2877
2021-11-23,13,1157
2021-11-23,14,0
2021-11-23,15,3840
2021-11-23,16,1225
2021-11-23,17,2134
2021-11-23,18,8287
2021-11-23,19,7583
2021-11-23,20,5218
2021-11-26,11,977
2021-11-26,12,1371
2021-11-27,13,1161
2021-11-27,14,1454
2021-11-28,12,1
2021-11-28,13,932
2021-11-28,14,5633
2021-11-28,15,7168
2021-11-28,16,4798
2021-11-28,17,4287
2021-11-28,18,7570
2021-11-28,19,0
2021-11-28,20,5627
2021-11-28,21,3604
2021-11-28,22,1032
2021-11-28,23,533
2021-11-29,0,0
2021-11-29,1,0
2021-11-29,2,0
2021-11-29,3,0
2021-11-29,4,0
2021-11-29,5,0
2021-11-29,6,0
2021-11-29,7,0
2021-11-29,8,0
2021-11-29,9,365
2021-11-29,10,4390
2021-11-29,11,3509
2021-11-29,12,4927
2021-11-29,13,3507
2021-11-29,14,3433
2021-11-29,15,5909
2021-11-29,16,5882
2021-11-29,17,6876
2021-11-30,11,1934
2021-11-30,12,5832
2021-11-30,13,3657
2021-11-30,14,137
2021-11-30,15,858
2021-11-30,16,2605
2021-11-30,17,3203
2021-11-30,18,8002
2021-11-30,19,3349
2021-11-30,20,5105
2021-11-30,21,339
2021-11-30,22,1412
2021-11-30,23,389
2021-12-01,0,1045
2021-12-01,1,1
2021-12-01,10,547
2021-12-01,11,1597
2021-12-01,12,3285
2021-12-01,13,4415
2021-12-01,14,1402
2021-12-01,15,3618
2021-12-01,16,1208
2021-12-01,17,2506
2021-12-01,18,5350
2021-12-01,19,3650
2021-12-01,20,1267
2021-12-01,22,63
2021-12-01,23,0
2021-12-02,0,0
2021-12-02,1,0
2021-12-02,2,0
2021-12-02,3,0
2021-12-02,4,0
2021-12-02,5,0
2021-12-02,6,0
2021-12-02,7,0
2021-12-02,8,0
2021-12-02,9,20
2021-12-02,10,3529
2021-12-02,11,5475
2021-12-02,12,3537
2021-12-02,13,1947
2021-12-02,14,3738
2021-12-02,15,3027
2021-12-02,16,6443
2021-12-02,17,3731
2021-12-02,18,10043
2021-12-02,19,4089
2021-12-02,20,0
2021-12-02,21,655
2021-12-02,22,1304
2021-12-02,23,649
2021-12-03,0,0
2021-12-03,1,0
2021-12-03,2,849
2021-12-03,3,0
2021-12-03,4,0
2021-12-03,5,0
2021-12-03,11,558
2021-12-03,12,402
2021-12-03,13,2401
2021-12-03,14,3246
2021-12-03,15,4361
2021-12-03,16,2392
2021-12-03,17,200
2021-12-04,11,0
2021-12-04,12,1253
2021-12-04,13,1827
2021-12-04,14,69
2021-12-04,17,10
2021-12-04,18,37
2021-12-05,16,2176
2021-12-05,17,2517
2021-12-05,18,0
2021-12-05,19,0
2021-12-05,20,0
2021-12-05,21,547
2021-12-05,22,3867
2021-12-05,23,2257
2021-12-06,0,885
2021-12-06,1,0
2021-12-06,2,0
2021-12-06,3,0
2021-12-06,4,0
2021-12-06,5,0
2021-12-06,6,0
2021-12-06,7,0
2021-12-06,8,0
2021-12-06,9,0
2021-12-06,10,1
2021-12-06,11,313
2021-12-06,12,5664
2021-12-06,13,5928
2021-12-06,14,3024
2021-12-06,15,5020
2021-12-06,16,9357
2021-12-06,17,4755
2021-12-06,18,6666
2021-12-06,19,4568
2021-12-06,20,0
2021-12-06,21,3790
2021-12-06,22,4249
2021-12-06,23,4033
2021-12-07,0,3706
2021-12-07,1,3288
2021-12-07,2,3386
2021-12-07,12,1781
2021-12-07,13,6291
2021-12-07,14,2077
2021-12-07,15,4076
2021-12-07,16,6215
2021-12-07,17,2662
2021-12-07,18,3940
2021-12-07,19,2566
2021-12-07,20,2616
2021-12-07,21,1037
2021-12-07,22,1671
2021-12-07,23,1018
2021-12-08,0,678
2021-12-08,1,1
2021-12-08,12,7223
2021-12-08,13,1843
2021-12-08,14,2899
2021-12-08,15,2303
2021-12-08,16,1303
2021-12-08,17,456
2021-12-09,0,177
2021-12-09,1,1623
2021-12-09,2,1272
2021-12-09,3,0
2021-12-09,4,0
2021-12-09,5,0
2021-12-09,6,0
2021-12-09,7,0
2021-12-09,8,0
2021-12-09,9,0
2021-12-09,10,0
2021-12-09,11,452
2021-12-09,12,1139
2021-12-09,13,1946
2021-12-09,14,5750
2021-12-09,15,7170
2021-12-09,16,5155
2021-12-09,17,461
2021-12-09,18,0
2021-12-09,19,0
2021-12-09,20,0
2021-12-09,21,0
2021-12-09,22,0
2021-12-09,23,1664
2021-12-10,0,1935
2021-12-10,1,333
2021-12-10,2,0
2021-12-10,11,224
2021-12-10,12,2228
2021-12-10,13,0
2021-12-10,14,0
2021-12-10,15,0
2021-12-10,16,1814
2021-12-10,17,5505
2021-12-10,18,6830
2021-12-10,19,915
2021-12-10,20,5
2021-12-10,21,1696
2021-12-10,22,4981
2021-12-10,23,3248
2021-12-11,0,4371
2021-12-11,1,0
2021-12-11,2,0
2021-12-11,3,0
2021-12-11,4,0
2021-12-11,5,0
2021-12-11,6,0
2021-12-11,7,0
2021-12-11,8,0
2021-12-11,9,0
2021-12-11,10,0
2021-12-11,11,95
2021-12-11,12,3698
2021-12-11,13,1911
2021-12-11,14,4078
2021-12-11,15,1493
2021-12-11,16,1117
2021-12-11,17,429
2021-12-12,20,3
2021-12-12,21,1839
2021-12-12,22,3916
2021-12-12,23,2074
2021-12-13,0,3961
2021-12-13,1,393
2021-12-13,2,0
2021-12-13,3,0
2021-12-13,4,0
2021-12-13,5,0
2021-12-13,6,0
2021-12-13,7,0
2021-12-13,8,0
2021-12-13,9,0
2021-12-13,10,0
2021-12-13,11,0
2021-12-13,12,0
2021-12-13,13,837
2021-12-13,14,2110
2021-12-13,15,929
2021-12-13,16,391
2021-12-13,17,1
2021-12-13,18,1178
2021-12-13,19,854
2021-12-13,20,1135
2021-12-13,21,2190
2021-12-13,22,2843
2021-12-13,23,2522
2021-12-14,0,3031
2021-12-14,1,652
2021-12-14,11,276
2021-12-14,12,6036
2021-12-14,13,11011
2021-12-14,14,9886
2021-12-14,15,8361
2021-12-14,16,4496
2021-12-14,17,1757
2021-12-14,21,11
2021-12-14,22,6334
2021-12-14,23,5477
2021-12-15,0,585
2021-12-15,1,30
2021-12-15,2,0
2021-12-15,9,0
2021-12-15,10,2527
2021-12-15,11,1199
2021-12-15,12,1270
2021-12-15,13,1146
2021-12-15,14,859
2021-12-15,15,975
2021-12-15,16,1525
2021-12-15,17,1225
2021-12-15,18,0
2021-12-15,19,7
2021-12-15,20,0
2021-12-15,21,0
2021-12-15,22,1169
2021-12-15,23,17
2021-12-16,0,634
2021-12-16,1,0
2021-12-16,2,0
2021-12-16,3,0
2021-12-16,4,0
2021-12-16,5,0
2021-12-16,6,0
2021-12-16,7,0
2021-12-16,8,0
2021-12-16,9,0
2021-12-16,10,1403
2021-12-16,11,3350
2021-12-16,12,5477
2021-12-16,13,2658
2021-12-16,14,3987
2021-12-16,15,4443
2021-12-16,16,2019
2021-12-16,17,481
2021-12-16,18,0
2021-12-16,19,760
2021-12-16,20,1669
2021-12-16,21,3450
2021-12-16,22,3385
2021-12-16,23,2744
2021-12-17,0,2447
2021-12-17,1,3187
2021-12-17,2,292
2021-12-17,14,495
2021-12-17,15,10468
2021-12-17,16,6316
2021-12-17,17,7355
2021-12-17,18,2024
2021-12-17,19,3192
2021-12-17,20,0
2021-12-17,21,0
2021-12-17,22,145
2021-12-17,23,1786
2021-12-18,0,3858
2021-12-18,1,5521
2021-12-18,2,4982
2021-12-18,3,1265
2021-12-18,12,1325
2021-12-18,13,2765
2021-12-18,14,3981
2021-12-19,0,476
2021-12-20,13,1692
2021-12-20,14,1628
2021-12-20,15,2351
2021-12-20,16,897
2021-12-20,17,75
2021-12-20,18,0
2021-12-20,19,0
2021-12-20,20,0
2021-12-20,21,0
2021-12-20,22,0
2021-12-20,23,0
2021-12-21,0,883
2021-12-21,1,266
2021-12-21,11,149
2021-12-21,13,284
2021-12-21,14,3475
2021-12-21,15,1032
2021-12-21,16,554
2021-12-21,17,220
2021-12-21,18,981
2021-12-21,19,584
2021-12-21,20,350
2021-12-21,21,689
2021-12-21,22,1
2021-12-21,23,92
2021-12-22,0,2
2021-12-22,1,656
2021-12-22,9,315
2021-12-22,10,0
2021-12-22,11,2
2021-12-23,14,460
2021-12-31,18,57
2021-12-31,19,219
2021-12-31,20,0
2021-12-31,21,18
2021-12-31,22,501
2021-12-31,23,11
2022-01-01,0,1
2022-01-01,1,2
2022-01-01,2,0
2022-01-01,17,7
2022-01-01,18,57
2022-01-01,19,1182
2022-01-01,20,1154
2022-01-01,21,1089
2022-01-01,22,1116
2022-01-01,23,540
2022-01-02,0,732
2022-01-02,1,817
2022-01-02,2,407
2022-01-02,3,0
2022-01-02,4,0
2022-01-02,5,0
2022-01-02,6,0
2022-01-02,7,0
2022-01-02,8,0
2022-01-02,9,0
2022-01-02,10,1
2022-01-02,11,0
2022-01-02,12,31
2022-01-02,13,66
2022-01-02,14,658
2022-01-02,15,1249
2022-01-02,16,625
2022-01-02,17,759
2022-01-02,18,540
2022-01-02,19,0
2022-01-02,20,0
2022-01-02,21,0
2022-01-02,22,0
2022-01-02,23,2
2022-01-03,0,0
2022-01-03,1,0
2022-01-03,2,0
2022-01-03,3,0
2022-01-03,4,0
2022-01-03,5,0
2022-01-03,6,0
2022-01-03,7,0
2022-01-03,8,0
2022-01-03,9,0
2022-01-03,10,0
2022-01-03,12,18
2022-01-03,13,389
2022-01-03,14,459
2022-01-03,15,121
2022-01-03,16,267
2022-01-03,17,0
2022-01-03,18,0
2022-01-03,19,0
2022-01-03,20,1846
2022-01-03,21,2571
2022-01-03,22,1071
2022-01-03,23,1275
2022-01-04,0,560
2022-01-04,1,0
2022-01-04,2,0
2022-01-04,3,0
2022-01-04,4,0
2022-01-04,5,0
2022-01-04,6,0
2022-01-04,7,0
2022-01-04,8,0
2022-01-04,9,0
2022-01-04,10,0
2022-01-04,11,0
2022-01-04,12,0
2022-01-04,13,0
2022-01-04,14,0
2022-01-04,15,0
2022-01-04,16,0
2022-01-04,17,0
2022-01-04,18,0
2022-01-04,19,3
2022-01-04,20,1
2022-01-04,21,4
2022-01-04,22,4
2022-01-05,23,1194
2022-01-06,0,270
2022-01-06,1,14
2022-01-06,2,18
2022-01-06,3,474
2022-01-06,4,16
2022-01-06,5,0
2022-01-06,6,0
2022-01-06,7,0
2022-01-06,8,0
2022-01-06,9,0
2022-01-06,10,0
2022-01-06,11,2
2022-01-06,12,24
2022-01-06,13,1111
2022-01-06,14,4001
2022-01-06,15,3422
2022-01-06,16,12
2022-01-06,17,0
2022-01-06,18,0
2022-01-06,19,0
2022-01-06,20,0
2022-01-06,21,0
2022-01-06,22,0
2022-01-06,23,448
2022-01-07,0,0
2022-01-07,1,16
2022-01-07,2,172
2022-01-07,3,1
2022-01-07,4,0
2022-01-07,5,0
2022-01-07,6,0
2022-01-07,7,0
2022-01-07,8,0
2022-01-07,9,0
2022-01-07,10,0
2022-01-07,11,41
2022-01-07,12,0
2022-01-07,13,2998
2022-01-07,14,3165
2022-01-07,15,6117
2022-01-07,16,3034
2022-01-07,17,2147
2022-01-07,18,3940
2022-01-07,19,474
2022-01-07,20,0
2022-01-07,21,0
2022-01-07,22,0
2022-01-07,23,1235
2022-01-08,0,3025
2022-01-08,1,1159
2022-01-08,2,0
2022-01-08,3,0
2022-01-08,4,0
2022-01-08,5,0
2022-01-08,6,0
2022-01-08,7,0
2022-01-08,8,0
2022-01-08,9,0
2022-01-08,10,0
2022-01-08,11,0
2022-01-08,12,60
2022-01-08,13,806
2022-01-08,14,3735
2022-01-08,15,2509
2022-01-08,16,3157
2022-01-08,17,1473
2022-01-08,18,67
2022-01-08,19,0
2022-01-08,20,0
2022-01-08,21,0
2022-01-08,22,0
2022-01-08,23,0
2022-01-09,0,0
2022-01-09,1,1
2022-01-10,9,1
2022-01-10,10,841
2022-01-10,11,3693
2022-01-10,12,3001
2022-01-10,13,27
2022-01-10,14,77
2022-01-10,15,23
2022-01-10,16,2886
2022-01-10,17,8844
2022-01-10,18,1881
2022-01-10,19,350
2022-01-10,20,150
2022-01-10,21,665
2022-01-10,22,2215
2022-01-10,23,1348
2022-01-11,0,2553
2022-01-11,1,758
2022-01-11,10,2480
2022-01-11,11,3174
2022-01-11,12,3055
2022-01-11,13,3376
2022-01-11,14,2795
2022-01-11,15,2078
2022-01-11,16,164
2022-01-12,13,5148
2022-01-12,14,2648
2022-01-12,15,1737
2022-01-12,16,2726
2022-01-12,17,1755
2022-01-12,18,2270
2022-01-12,19,0
2022-01-12,20,623
2022-01-12,21,4678
2022-01-12,22,3508
2022-01-12,23,3255
2022-01-13,0,1547
2022-01-13,1,9673
2022-01-13,2,6495
2022-01-13,3,1203
2022-01-13,10,0
2022-01-13,11,2816
2022-01-13,13,4723
2022-01-13,14,2473
2022-01-13,15,2296
2022-01-13,16,2533
2022-01-13,17,2341
2022-01-13,18,4533
2022-01-13,19,7566
2022-01-13,20,3562
2022-01-13,21,2158
2022-01-13,22,3664
2022-01-13,23,607
2022-01-14,13,703
2022-01-14,14,827
2022-01-14,15,4114
2022-01-14,16,2797
2022-01-14,17,2464
2022-01-14,18,3897
2022-01-14,19,1624
2022-01-14,20,2124
2022-01-14,21,1816
2022-01-14,22,2142
2022-01-14,23,1198
2022-01-15,0,1718
2022-01-15,1,1242
2022-01-15,2,1575
2022-01-15,3,1746
2022-01-15,13,3356
2022-01-15,14,2339
2022-01-15,15,2046
2022-01-15,16,9371
2022-01-15,17,2872
2022-01-15,18,3547
2022-01-15,19,448
2022-01-15,20,3986
2022-01-15,21,7167
2022-01-15,22,3742
2022-01-15,23,3070
2022-01-16,0,143
2022-01-16,10,630
2022-01-16,11,2181
2022-01-16,12,320
2022-01-16,13,90
2022-01-16,14,39
2022-01-16,15,3
2022-01-16,16,6
2022-01-16,17,0
2022-01-16,18,0
2022-01-16,19,1209
2022-01-16,20,495
2022-01-16,21,114
2022-01-16,22,735
2022-01-17,11,511
2022-01-17,12,679
2022-01-17,13,1732
2022-01-17,14,270
2022-01-17,15,16
2022-01-17,16,3
2022-01-17,17,3104
2022-01-17,18,170
2022-01-17,19,2862
2022-01-17,20,2821
2022-01-17,21,6033
2022-01-17,22,4938
2022-01-17,23,1707
2022-01-18,0,0
2022-01-18,8,485
2022-01-18,9,5400
2022-01-18,10,2125
2022-01-18,11,2512
2022-01-18,12,2720
2022-01-18,13,3976
2022-01-18,14,5399
2022-01-18,15,4818
2022-01-18,16,4684
2022-01-18,17,4407
2022-01-18,18,2017
2022-01-18,19,1040
2022-01-18,20,553
2022-01-18,21,866
2022-01-18,22,950
2022-01-19,8,0
2022-01-19,9,3505
2022-01-19,10,3385
2022-01-19,11,4301
2022-01-19,12,908
2022-01-19,13,717
2022-01-19,14,4530
2022-01-19,15,3559
2022-01-19,16,2680
2022-01-19,17,1196
2022-01-19,18,2323
2022-01-19,19,3704
2022-01-19,20,3433
2022-01-19,21,3600
2022-01-19,22,3287
2022-01-19,23,2933
2022-01-20,0,3505
2022-01-20,1,7113
2022-01-20,2,2770
2022-01-20,9,2174
2022-01-20,10,2067
2022-01-20,11,2104
2022-01-20,12,1543
2022-01-20,13,2624
2022-01-20,14,1518
2022-01-20,15,1307
2022-01-20,16,2269
2022-01-20,17,2468
2022-01-20,18,253
2022-01-20,19,1892
2022-01-20,20,2689
2022-01-20,21,2905
2022-01-20,22,3120
2022-01-20,23,581
2022-01-21,9,3566
2022-01-21,10,4928
2022-01-21,11,2058
2022-01-21,12,1871
2022-01-21,13,2042
2022-01-21,14,5822
2022-01-21,15,3674
2022-01-21,16,2744
2022-01-21,17,2691
2022-01-21,18,2481
2022-01-21,19,2649
2022-01-21,20,4993
2022-01-21,21,4472
2022-01-21,22,9358
2022-01-21,23,7604
2022-01-22,0,1778
2022-01-22,10,1812
2022-01-22,11,3311
2022-01-22,12,911
2022-01-22,13,456
2022-01-22,14,3326
2022-01-22,15,2476
2022-01-22,16,786
2022-01-22,17,632
2022-01-22,18,253
2022-01-23,12,357
2022-01-23,13,2566
2022-01-23,14,4156
2022-01-23,15,3990
2022-01-23,16,5199
2022-01-23,17,3991
2022-01-23,18,1068
2022-01-23,19,2734
2022-01-23,20,2219
2022-01-23,21,1326
2022-01-23,22,3759
2022-01-23,23,827
2022-01-24,0,59
2022-01-24,10,3069
2022-01-24,11,3133
2022-01-24,12,3446
2022-01-24,13,2465
2022-01-24,14,186
2022-01-24,15,1384
2022-01-24,16,1722
2022-01-24,17,1231
2022-01-24,18,1923
2022-01-24,19,1649
2022-01-24,20,356
2022-01-24,21,2520
2022-01-24,22,2437
2022-01-24,23,2242
2022-01-25,0,1030
2022-01-25,1,0
2022-01-25,2,0
2022-01-25,3,0
2022-01-25,4,0
2022-01-25,5,0
2022-01-25,8,1153
2022-01-25,9,4005
2022-01-25,10,3759
2022-01-25,11,2855
2022-01-25,12,1201
2022-01-25,13,2810
2022-01-25,14,6612
2022-01-25,15,3696
2022-01-25,16,2182
2022-01-25,17,967
2022-01-25,18,3977
2022-01-25,19,135
2022-01-25,20,2216
2022-01-25,21,1251
2022-01-25,22,1690
2022-01-25,23,1989
2022-01-26,0,6
2022-01-26,9,0
2022-01-26,10,4487
2022-01-26,11,4287
2022-01-26,12,851
2022-01-26,13,1581
2022-01-26,15,3979
2022-01-26,16,6399
2022-01-26,17,2898
2022-01-26,18,2422
2022-01-26,19,956
2022-01-26,20,6066
2022-01-26,21,582
2022-01-26,22,3067
2022-01-26,23,4092
2022-01-27,0,2474
2022-01-27,1,0
2022-01-27,10,2046
2022-01-27,11,2827
2022-01-27,13,3300
2022-01-27,14,4225
2022-01-27,15,3673
2022-01-27,16,11
2022-01-27,17,2
2022-01-27,18,19
2022-01-27,19,2
2022-01-27,23,3923
2022-01-28,0,1935
2022-01-28,11,0
2022-01-28,12,151
2022-01-28,13,179
2022-01-28,14,8
2022-01-28,15,88
2022-01-28,16,21
2022-01-29,13,1
2022-01-29,14,256
2022-01-29,15,1008
2022-01-29,16,3197
2022-01-29,17,5790
2022-01-29,18,3596
2022-01-29,19,4093
2022-01-29,20,4264
2022-01-29,21,2675
2022-01-29,22,1196
2022-01-29,23,496
2022-01-30,0,1462
2022-01-30,1,294
2022-01-30,20,358
2022-01-30,21,656
2022-01-30,22,850
2022-01-30,23,34
2022-01-31,0,217
2022-01-31,1,1725
2022-01-31,2,257
2022-01-31,11,48
2022-01-31,12,529
2022-01-31,13,174
2022-01-31,14,17
2022-01-31,15,131
2022-01-31,16,3241
2022-01-31,17,2459
2022-01-31,18,4266
2022-01-31,19,7
2022-01-31,21,1185
2022-01-31,22,5217
2022-01-31,23,149
2022-02-01,8,1812
2022-02-01,9,4808
2022-02-01,10,3145
2022-02-01,11,1134
2022-02-01,13,1820
2022-02-01,14,6378
2022-02-01,15,2728
2022-02-01,16,5421
2022-02-01,17,1986
2022-02-01,21,250
2022-02-01,22,1653
2022-02-01,23,1028
2022-02-02,0,615
2022-02-02,1,812
2022-02-02,2,375
2022-02-02,3,285
2022-02-02,4,0
2022-02-02,5,0
2022-02-02,6,0
2022-02-02,7,0
2022-02-02,8,0
2022-02-02,9,0
2022-02-02,10,0
2022-02-02,11,0
2022-02-02,12,1
2022-02-02,13,0
2022-02-02,16,1335
2022-02-02,17,1763
2022-02-02,18,2969
2022-02-02,19,4478
2022-02-02,20,4834
2022-02-02,21,513
2022-02-02,22,157
2022-02-02,23,769
2022-02-03,0,1395
2022-02-03,1,1075
2022-02-03,2,195
2022-02-03,3,0
2022-02-03,4,0
2022-02-03,5,0
2022-02-03,6,0
2022-02-03,7,0
2022-02-03,8,0
2022-02-03,9,0
2022-02-03,10,0
2022-02-03,11,0
2022-02-03,12,1
2022-02-03,13,253
2022-02-03,14,1167
2022-02-03,16,1173
2022-02-03,17,2435
2022-02-03,23,1021
2022-02-04,0,2311
2022-02-04,12,1082
2022-02-04,13,6666
2022-02-04,14,4890
2022-02-05,21,2931
2022-02-05,22,100
2022-02-05,23,5044
2022-02-06,0,5271
2022-02-06,21,0
2022-02-06,22,1032
2022-02-06,23,111
2022-02-07,0,1396
2022-02-07,1,657
2022-02-07,9,0
2022-02-07,10,2684
2022-02-07,11,3548
2022-02-07,12,1460
2022-02-07,13,1932
2022-02-07,14,759
2022-02-07,15,1224
2022-02-07,16,3920
2022-02-07,17,3105
2022-02-07,18,4086
2022-02-07,19,838
2022-02-07,20,922
2022-02-07,21,4344
2022-02-07,22,9616
2022-02-07,23,1359
2022-02-08,8,1242
2022-02-08,9,2102
2022-02-08,10,2041
2022-02-08,11,2121
2022-02-08,13,1868
2022-02-08,14,5579
2022-02-08,15,2787
2022-02-08,17,245
2022-02-08,18,398
2022-02-08,19,1
2022-02-08,20,0
2022-02-08,21,0
2022-02-08,23,159
2022-02-09,0,475
2022-02-09,1,968
2022-02-09,12,1937
2022-02-09,13,3002
2022-02-09,14,4845
2022-02-09,15,6704
2022-02-09,16,3539
2022-02-09,17,1961
2022-02-09,18,2446
2022-02-09,19,4393
2022-02-09,20,3185
2022-02-09,21,63
2022-02-09,22,2425
2022-02-09,23,4663
2022-02-10,0,1
2022-02-10,11,37
2022-02-10,14,3568
2022-02-10,15,4068
2022-02-10,16,2477
2022-02-10,17,2963
2022-02-10,18,1972
2022-02-10,19,1813
2022-02-13,0,617
2022-02-13,1,8800
2022-02-13,2,154
2022-02-14,15,594
2022-02-14,16,3489
2022-02-14,17,4986
2022-02-14,18,2714
2022-02-14,19,702
2022-02-15,8,965
2022-02-15,9,2792
2022-02-15,10,1294
2022-02-15,11,2811
2022-02-15,12,2389
2022-02-15,13,5049
2022-02-15,14,5008
2022-02-15,15,653
2022-02-15,16,4010
2022-02-15,17,63
2022-02-15,18,0
2022-02-15,22,1986
2022-02-15,23,1271
2022-02-16,0,155
2022-02-16,10,83
2022-02-16,11,2030
2022-02-16,12,5210
2022-02-16,13,3498
2022-02-16,14,3909
2022-02-16,15,0
2022-02-16,16,1193
2022-02-16,17,2005
2022-02-16,18,763
2022-02-16,19,4302
2022-02-16,20,2578
2022-02-16,21,3133
2022-02-16,22,853
2022-02-16,23,4496
2022-02-17,0,1117
2022-02-17,11,2330
2022-02-17,12,146
2022-02-17,13,3324
2022-02-17,14,7564
2022-02-17,15,3207
2022-02-18,10,0
2022-02-18,11,3345
2022-02-18,12,3882
2022-02-18,13,5465
2022-02-18,14,2075
2022-02-18,15,2124
2022-02-19,9,197
2022-02-19,10,241
2022-02-19,11,61
2022-02-19,12,0
2022-02-19,20,196
2022-02-19,21,566
2022-02-19,22,3
2022-02-21,10,1803
2022-02-21,11,3020
2022-02-21,12,3672
2022-02-21,13,1416
2022-02-21,14,1863
2022-02-21,15,3502
2022-02-21,16,2538
2022-02-21,17,2643
2022-02-21,18,3439
2022-02-21,19,804
2022-02-21,23,4910
2022-02-22,0,3901
2022-02-22,8,1217
2022-02-22,9,4703
2022-02-22,10,4707
2022-02-22,11,4193
2022-02-22,12,1391
2022-02-22,13,2446
2022-02-22,14,2422
2022-02-22,15,1089
2022-02-22,21,5212
2022-02-22,22,4073
2022-02-22,23,3293
2022-02-23,0,0
2022-02-23,1,16
2022-02-23,2,0
2022-02-23,3,0
2022-02-23,4,0
2022-02-23,5,0
2022-02-23,6,0
2022-02-23,7,0
2022-02-23,8,0
2022-02-23,9,0
2022-02-23,10,1
2022-02-23,11,137
2022-02-23,12,2
2022-02-23,13,1008
2022-02-23,14,4261
2022-02-23,15,5877
2022-02-23,16,5891
2022-02-23,17,3689
2022-02-23,18,0
2022-02-23,19,0
2022-02-23,20,0
2022-02-23,21,875
2022-02-23,22,2009
2022-02-23,23,2772
2022-02-24,0,0
2022-02-24,1,0
2022-02-24,2,0
2022-02-24,3,0
2022-02-24,4,0
2022-02-24,5,0
2022-02-24,6,0
2022-02-24,7,0
2022-02-24,8,0
2022-02-24,9,0
2022-02-24,10,0
2022-02-24,11,0
2022-02-24,13,87
2022-02-24,14,903
2022-02-24,15,309
2022-02-24,16,829
2022-02-24,17,1011
2022-02-24,18,723
2022-02-24,19,889
2022-02-24,20,885
2022-02-24,21,1
2022-02-25,11,911
2022-02-25,12,6877
2022-02-25,13,5847
2022-02-25,14,5885
2022-02-25,15,1417
2022-02-25,16,1142
2022-02-27,12,20
2022-02-27,13,2950
2022-02-27,14,2988
2022-02-27,15,0
2022-02-27,16,0
2022-02-27,17,0
2022-02-27,18,0
2022-02-27,19,0
2022-02-27,20,0
2022-02-27,21,0
2022-02-27,22,0
2022-02-27,23,0
2022-02-28,12,9
2022-02-28,13,585
2022-02-28,14,3757
2022-02-28,15,4571
2022-02-28,16,4884
2022-02-28,17,6836
2022-02-28,18,4390
2022-02-28,19,592
2022-02-28,20,678
2022-02-28,21,2326
2022-02-28,22,3295
2022-03-01,8,1619
2022-03-01,9,4111
2022-03-01,10,2574
2022-03-01,11,3194
2022-03-01,12,5456
2022-03-01,13,8754
2022-03-01,14,2496
2022-03-01,15,212
2022-03-01,16,6055
2022-03-01,17,4025
2022-03-01,18,1
2022-03-01,23,1145
2022-03-02,0,2511
2022-03-02,1,0
2022-03-02,10,2989
2022-03-02,11,5038
2022-03-02,12,2520
2022-03-02,13,1244
2022-03-02,20,3553
2022-03-02,23,8135
2022-03-03,0,5969
2022-03-03,1,0
2022-03-03,10,2986
2022-03-03,11,4357
2022-03-03,12,354
2022-03-03,20,4971
2022-03-03,21,774
2022-03-03,22,1980
2022-03-03,23,2167
2022-03-04,22,1532
2022-03-04,23,101
2022-03-05,0,0
2022-03-05,1,240
